"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 06- 30","15.01","15.25","15.30","14.85","47.48K","-2.07%"
"2023- 06- 29","15.33","15.05","15.45","14.90","64.76K","2.24%"
"2023- 06- 28","14.99","15.60","15.70","14.95","56.51K","-3.66%"
"2023- 06- 27","15.56","16.03","16.05","15.20","55.54K","-2.71%"
"2023- 06- 26","16.00","16.00","16.25","15.60","71.13K","0.26%"
"2023- 06- 23","15.95","15.75","16.40","15.75","66.01K","1.11%"
"2023- 06- 22","15.78","16.20","16.50","15.65","55.72K","17.40%"
"2023- 06- 21","13.44","14.05","14.05","13.55","1.69K","-4.17%"
"2023- 06- 20","14.03","14.35","14.70","13.95","83.13K","-2.23%"
"2023- 06- 16","14.35","15.10","15.21","14.30","73.57K","-5.02%"
"2023- 06- 15","15.10","14.70","15.20","14.55","69.83K","2.20%"
"2023- 06- 14","14.78","15.30","15.40","14.68","77.19K","-3.53%"
"2023- 06- 13","15.32","15.45","15.55","15.11","65.59K","-1.57%"
"2023- 06- 12","15.56","15.25","15.70","15.08","63.14K","2.13%"
"2023- 06- 09","15.24","15.10","15.52","14.93","55.66K","1.50%"
"2023- 06- 08","15.01","15.50","15.70","14.80","52.68K","-2.84%"
"2023- 06- 07","15.45","15.45","15.85","15.40","61.16K","0.21%"
"2023- 06- 06","15.42","16.55","16.65","15.40","64.28K","-6.56%"
"2023- 06- 05","16.50","17.00","17.15","16.48","57.54K","-2.63%"
"2023- 06- 02","16.95","17.70","17.76","16.70","88.49K","-4.28%"
"2023- 06- 01","17.70","18.90","19.05","17.65","76.66K","-6.15%"
"2023- 05- 31","18.87","18.95","19.55","18.68","61.32K","-0.54%"
"2023- 05- 30","18.97","19.25","19.75","18.65","78.47K","-3.14%"
"2023- 05- 26","19.58","20.45","20.60","18.95","75.10K","-4.13%"
"2023- 05- 25","20.43","20.54","20.95","20.17","64.98K","-2.72%"
"2023- 05- 24","21.00","20.15","21.25","19.95","91.15K","4.74%"
"2023- 05- 23","20.05","19.70","20.40","19.41","69.32K","1.91%"
"2023- 05- 22","19.67","19.90","20.15","19.30","63.23K","0.11%"
"2023- 05- 19","19.65","19.10","20.10","18.85","85.28K","2.62%"
"2023- 05- 18","19.15","19.90","20.01","19.05","58.74K","11.84%"
"2023- 05- 17","17.12","18.15","18.31","17.55","2.11K","-6.36%"
"2023- 05- 16","18.28","17.73","18.43","17.63","48.05K","2.70%"
"2023- 05- 15","17.80","18.61","18.77","17.55","62.46K","-4.00%"
"2023- 05- 12","18.54","18.65","19.10","17.85","67.25K","-0.32%"
"2023- 05- 11","18.60","18.90","19.65","18.47","76.68K","-1.31%"
"2023- 05- 10","18.85","19.45","19.88","18.30","104.06K","-2.93%"
"2023- 05- 09","19.42","19.05","19.70","18.96","58.10K","2.20%"
"2023- 05- 08","19.00","19.40","19.46","18.85","50.96K","-1.48%"
"2023- 05- 05","19.29","21.15","21.15","19.05","83.26K","-8.98%"
"2023- 05- 04","21.19","20.65","22.10","19.80","146.70K","6.20%"
"2023- 05- 03","19.95","19.35","20.60","18.78","89.10K","3.17%"
"2023- 05- 02","19.34","18.60","20.80","18.55","145.60K","6.44%"
"2023- 05- 01","18.17","18.50","18.65","17.65","77.25K","-1.45%"
"2023- 04- 28","18.44","19.35","19.87","18.40","75.58K","-5.19%"
"2023- 04- 27","19.45","20.35","20.38","19.15","68.82K","-4.79%"
"2023- 04- 26","20.42","20.60","21.13","19.80","97.28K","-2.83%"
"2023- 04- 25","21.02","19.35","21.20","19.28","110.53K","8.76%"
"2023- 04- 24","19.33","19.45","19.85","19.25","47.60K","-0.42%"
"2023- 04- 21","19.41","19.80","20.05","19.35","62.30K","-2.16%"
"2023- 04- 20","19.84","19.55","20.00","19.30","55.40K","18.43%"
"2023- 04- 19","16.75","17.15","17.65","16.80","1.34K","-1.77%"
"2023- 04- 18","17.05","17.45","17.63","16.88","39.59K","-2.09%"
"2023- 04- 17","17.42","18.15","18.30","17.40","54.37K","-5.10%"
"2023- 04- 14","18.35","18.90","19.05","18.16","58.82K","-2.04%"
"2023- 04- 13","18.73","20.05","20.12","18.70","61.42K","-6.10%"
"2023- 04- 12","19.95","19.75","20.20","19.05","70.79K","0.94%"
"2023- 04- 11","19.77","19.85","19.95","19.32","46.55K","-0.19%"
"2023- 04- 10","19.80","20.05","20.45","19.70","48.21K","-0.87%"
"2023- 04- 06","19.98","20.55","20.87","19.78","52.74K","-2.16%"
"2023- 04- 05","20.42","20.60","21.25","20.35","52.72K","-0.88%"
"2023- 04- 04","20.60","20.30","21.30","20.05","71.60K","1.93%"
"2023- 04- 03","20.21","21.10","21.40","20.20","59.12K","-2.67%"
"2023- 03- 31","20.76","20.95","21.25","20.40","63.59K","-0.30%"
"2023- 03- 30","20.83","20.95","21.70","20.60","64.18K","-0.49%"
"2023- 03- 29","20.93","21.70","21.70","20.75","58.28K","-3.54%"
"2023- 03- 28","21.70","22.15","22.60","21.60","69.72K","-2.55%"
"2023- 03- 27","22.27","23.25","23.90","22.15","71.16K","-4.12%"
"2023- 03- 24","23.22","23.85","26.25","23.16","127.40K","-4.13%"
"2023- 03- 23","24.22","23.50","24.65","22.00","121.53K","17.14%"
"2023- 03- 22","20.68","21.60","22.10","21.20","0.77K","-4.22%"
"2023- 03- 21","21.59","24.20","24.29","21.15","60.91K","-10.66%"
"2023- 03- 20","24.17","25.80","28.05","23.90","58.26K","-5.72%"
"2023- 03- 17","25.63","23.30","26.20","22.61","86.05K","11.38%"
"2023- 03- 16","23.02","25.90","26.93","22.95","94.28K","-10.84%"
"2023- 03- 15","25.81","23.60","28.55","23.02","172.66K","8.91%"
"2023- 03- 14","23.70","25.25","25.65","22.20","144.39K","-6.58%"
"2023- 03- 13","25.37","23.95","28.40","22.40","192.21K","4.93%"
"2023- 03- 10","24.18","21.80","27.00","21.15","243.50K","10.94%"
"2023- 03- 09","21.80","19.25","22.00","18.90","118.65K","12.90%"
"2023- 03- 08","19.31","19.76","20.00","19.20","56.23K","-2.26%"
"2023- 03- 07","19.75","19.20","19.95","18.85","76.52K","2.76%"
"2023- 03- 06","19.22","19.45","19.65","19.05","56.41K","-1.43%"
"2023- 03- 03","19.50","20.30","20.45","19.40","60.46K","-3.48%"
"2023- 03- 02","20.20","21.02","21.70","20.15","68.15K","-3.95%"
"2023- 03- 01","21.03","21.00","21.60","20.60","70.49K","1.23%"
"2023- 02- 28","20.78","21.23","21.60","20.55","67.00K","-2.61%"
"2023- 02- 27","21.33","22.25","22.25","21.05","72.02K","-3.86%"
"2023- 02- 24","22.19","21.35","22.87","21.30","97.32K","3.81%"
"2023- 02- 23","21.37","22.05","22.45","21.20","70.85K","-3.77%"
"2023- 02- 22","22.21","23.00","23.26","22.05","89.86K","-3.01%"
"2023- 02- 21","22.90","21.50","23.10","21.30","100.34K","7.78%"
"2023- 02- 17","21.25","21.21","22.06","21.15","77.71K","0.41%"
"2023- 02- 16","21.16","20.11","21.26","19.91","111.29K","13.22%"
"2023- 02- 15","18.69","18.95","19.30","18.70","1.19K","0.22%"
"2023- 02- 14","18.65","19.90","20.05","18.55","72.85K","-6.35%"
"2023- 02- 13","19.91","20.75","21.25","19.80","57.91K","-4.85%"
"2023- 02- 10","20.93","20.70","21.70","20.69","85.69K","0.58%"
"2023- 02- 09","20.81","20.10","20.90","19.35","77.12K","3.78%"
"2023- 02- 08","20.05","19.45","20.55","19.15","84.92K","4.36%"
"2023- 02- 07","19.21","19.98","20.40","19.09","91.25K","-3.99%"
"2023- 02- 06","20.01","19.40","20.20","19.38","81.82K","3.49%"
"2023- 02- 03","19.34","19.55","20.30","19.18","100.46K","0.20%"
"2023- 02- 02","19.30","18.75","19.90","18.10","116.05K","2.92%"
"2023- 02- 01","18.75","19.45","20.05","18.50","96.71K","-3.97%"
"2023- 01- 31","19.53","20.00","20.62","19.30","67.62K","-2.61%"
"2023- 01- 30","20.05","19.45","20.41","19.40","72.50K","3.78%"
"2023- 01- 27","19.32","19.70","19.86","18.95","73.48K","-1.79%"
"2023- 01- 26","19.67","20.05","20.23","19.59","59.41K","-1.44%"
"2023- 01- 25","19.96","20.00","21.40","19.85","94.32K","0.04%"
"2023- 01- 24","19.95","20.75","21.05","19.85","72.86K","-3.88%"
"2023- 01- 23","20.75","21.00","21.15","20.65","62.42K","-1.57%"
"2023- 01- 20","21.09","21.65","21.85","20.85","63.09K","-3.03%"
"2023- 01- 19","21.75","21.65","22.55","21.45","71.34K","13.91%"
"2023- 01- 18","19.09","19.55","19.70","18.95","0.96K","-1.17%"
"2023- 01- 17","19.32","19.45","20.10","19.25","68.85K","-0.94%"
"2023- 01- 13","19.50","19.90","20.20","19.13","61.63K","-1.62%"
"2023- 01- 12","19.82","21.25","21.62","19.79","76.49K","-6.51%"
"2023- 01- 11","21.20","21.15","21.45","21.00","53.23K","0.50%"
"2023- 01- 10","21.09","22.40","22.73","21.00","68.83K","-5.26%"
"2023- 01- 09","22.27","22.16","22.62","21.78","61.93K","0.32%"
"2023- 01- 06","22.20","22.70","22.81","21.80","68.83K","-2.01%"
"2023- 01- 05","22.65","22.60","23.20","22.32","65.72K","1.12%"
"2023- 01- 04","22.40","23.30","23.30","22.38","63.18K","-2.82%"
"2023- 01- 03","23.05","23.00","23.95","22.60","70.34K","-0.20%"
"2022- 12- 30","23.10","23.15","23.71","23.05","45.69K","-0.48%"
"2022- 12- 29","23.21","23.55","23.60","22.85","35.66K","-1.44%"
"2022- 12- 28","23.55","23.45","23.65","22.85","48.61K","0.41%"
"2022- 12- 27","23.45","23.60","24.10","23.20","49.88K","-0.75%"
"2022- 12- 23","23.63","24.35","24.50","23.35","57.03K","-2.58%"
"2022- 12- 22","24.26","22.95","25.40","22.75","110.07K","19.78%"
"2022- 12- 21","20.25","21.50","21.50","20.55","1.40K","-5.75%"
"2022- 12- 20","21.48","22.25","23.10","21.25","44.39K","-2.99%"
"2022- 12- 19","22.15","22.60","22.63","21.45","47.06K","-1.35%"
"2022- 12- 16","22.45","22.45","23.25","21.93","66.90K","0.64%"
"2022- 12- 15","22.31","20.57","23.15","20.50","83.91K","8.15%"
"2022- 12- 14","20.63","21.80","22.05","20.45","81.99K","-4.90%"
"2022- 12- 13","21.69","23.17","23.46","21.20","79.13K","-6.12%"
"2022- 12- 12","23.10","23.20","23.40","22.80","59.63K","0.00%"
"2022- 12- 09","23.10","22.46","23.25","22.15","55.33K","3.14%"
"2022- 12- 08","22.40","22.90","23.16","22.23","41.76K","-2.03%"
"2022- 12- 07","22.86","22.48","23.20","22.30","58.51K","1.83%"
"2022- 12- 06","22.45","21.67","22.73","21.25","60.34K","3.53%"
"2022- 12- 05","21.69","21.30","22.20","21.10","72.95K","2.27%"
"2022- 12- 02","21.20","21.65","22.45","21.05","71.55K","-1.72%"
"2022- 12- 01","21.57","22.05","22.61","21.55","62.72K","-2.47%"
"2022- 11- 30","22.12","23.10","23.55","21.90","73.05K","-3.98%"
"2022- 11- 29","23.04","23.48","23.60","22.95","49.96K","-1.55%"
"2022- 11- 28","23.40","22.60","23.65","22.55","53.03K","4.08%"
"2022- 11- 25","22.49","22.50","22.80","22.35","25.08K","0.38%"
"2022- 11- 23","22.40","22.95","23.15","22.35","50.28K","-2.39%"
"2022- 11- 22","22.95","23.83","23.95","22.90","40.17K","-3.63%"
"2022- 11- 21","23.81","24.45","24.80","23.75","41.50K","-2.86%"
"2022- 11- 18","24.51","24.75","25.10","24.45","41.94K","-1.02%"
"2022- 11- 17","24.77","25.15","25.75","24.70","51.94K","-0.66%"
"2022- 11- 16","24.93","24.70","25.60","23.85","1.11K","1.41%"
"2022- 11- 15","24.58","24.05","26.05","23.38","59.26K","1.43%"
"2022- 11- 14","24.24","24.05","24.40","23.27","58.70K","1.20%"
"2022- 11- 11","23.95","24.75","25.21","23.83","49.16K","-2.76%"
"2022- 11- 10","24.63","26.85","26.95","24.23","71.80K","-8.29%"
"2022- 11- 09","26.86","26.15","27.15","26.00","61.96K","2.89%"
"2022- 11- 08","26.10","25.15","26.41","24.90","61.32K","3.76%"
"2022- 11- 07","25.16","26.00","26.00","24.90","49.98K","-1.46%"
"2022- 11- 04","25.53","25.75","26.30","24.65","83.64K","-0.55%"
"2022- 11- 03","25.67","26.45","27.28","25.55","67.71K","-2.94%"
"2022- 11- 02","26.45","25.80","26.70","25.43","86.94K","3.17%"
"2022- 11- 01","25.63","25.92","26.15","25.51","58.26K","-0.93%"
"2022- 10- 31","25.88","26.15","26.75","25.75","57.61K","-1.47%"
"2022- 10- 28","26.26","27.40","27.65","26.00","62.87K","-2.45%"
"2022- 10- 27","26.92","27.45","27.91","26.75","66.11K","-2.07%"
"2022- 10- 26","27.49","28.45","28.90","27.35","71.75K","-2.48%"
"2022- 10- 25","28.19","29.55","29.70","28.10","68.24K","-3.98%"
"2022- 10- 24","29.35","29.65","30.35","29.25","61.76K","-2.11%"
"2022- 10- 21","29.99","30.05","30.36","29.25","78.38K","0.08%"
"2022- 10- 20","29.96","30.45","30.89","29.40","86.80K","-5.69%"
"2022- 10- 19","31.77","30.70","31.60","30.50","1.22K","2.96%"
"2022- 10- 18","30.86","31.05","31.65","30.50","45.97K","-1.04%"
"2022- 10- 17","31.18","32.00","32.05","30.25","52.02K","-2.35%"
"2022- 10- 14","31.93","30.80","32.70","30.15","70.56K","2.83%"
"2022- 10- 13","31.05","32.10","33.27","30.75","105.82K","-3.49%"
"2022- 10- 12","32.17","32.45","32.76","31.80","58.77K","-1.77%"
"2022- 10- 11","32.75","32.00","33.24","31.50","66.08K","2.01%"
"2022- 10- 10","32.11","31.60","33.11","31.30","75.38K","2.91%"
"2022- 10- 07","31.20","30.00","31.70","29.55","73.04K","4.28%"
"2022- 10- 06","29.92","28.89","30.06","28.15","67.06K","3.30%"
"2022- 10- 05","28.96","28.80","30.05","28.60","70.53K","0.57%"
"2022- 10- 04","28.80","29.90","30.20","28.50","76.95K","-3.97%"
"2022- 10- 03","29.99","31.65","32.20","29.35","76.27K","-4.84%"
"2022- 09- 30","31.52","30.95","31.60","29.83","94.32K","1.85%"
"2022- 09- 29","30.94","29.85","32.30","29.69","103.39K","3.52%"
"2022- 09- 28","29.89","31.05","32.71","29.50","100.79K","-4.75%"
"2022- 09- 27","31.38","30.85","32.20","29.75","96.74K","1.48%"
"2022- 09- 26","30.92","30.10","31.20","29.25","120.89K","3.57%"
"2022- 09- 23","29.86","27.80","31.21","27.80","148.06K","6.28%"
"2022- 09- 22","28.10","28.40","28.75","27.50","85.23K","5.42%"
"2022- 09- 21","26.65","27.10","27.70","26.80","1.36K","-1.30%"
"2022- 09- 20","27.00","25.70","27.66","25.48","43.97K","4.75%"
"2022- 09- 19","25.78","26.25","27.30","25.50","47.96K","-1.70%"
"2022- 09- 16","26.22","26.65","28.30","26.15","72.83K","-0.54%"
"2022- 09- 15","26.36","26.10","26.70","25.40","61.91K","-0.20%"
"2022- 09- 14","26.42","26.70","27.11","26.00","84.33K","-1.23%"
"2022- 09- 13","26.75","23.80","27.20","23.41","127.79K","11.81%"
"2022- 09- 12","23.92","23.75","24.31","23.10","61.96K","-0.13%"
"2022- 09- 09","23.95","24.25","24.33","23.55","48.10K","-1.51%"
"2022- 09- 08","24.32","24.95","25.71","24.20","59.94K","-2.33%"
"2022- 09- 07","24.90","26.70","27.20","24.80","71.96K","-6.96%"
"2022- 09- 06","26.76","25.65","27.00","24.90","98.12K","3.17%"
"2022- 09- 02","25.94","25.70","26.45","24.25","113.37K","1.23%"
"2022- 09- 01","25.62","25.90","27.20","25.50","84.94K","-0.67%"
"2022- 08- 31","25.79","26.30","26.48","25.41","76.58K","-2.52%"
"2022- 08- 30","26.46","26.15","27.00","25.35","96.40K","1.66%"
"2022- 08- 29","26.03","26.45","27.15","25.70","90.63K","-0.58%"
"2022- 08- 26","26.18","23.70","26.31","23.45","101.32K","10.94%"
"2022- 08- 25","23.60","24.20","24.45","23.45","62.87K","-3.09%"
"2022- 08- 24","24.35","25.40","25.70","24.20","59.39K","-3.87%"
"2022- 08- 23","25.33","25.65","26.10","24.88","67.34K","-1.90%"
"2022- 08- 22","25.82","24.25","25.91","24.25","84.79K","7.13%"
"2022- 08- 19","24.10","23.05","24.60","23.00","75.09K","4.80%"
"2022- 08- 18","23.00","23.33","23.65","22.90","45.78K","14.37%"
"2022- 08- 17","20.11","20.00","20.75","19.80","1.26K","0.55%"
"2022- 08- 16","20.00","20.55","20.80","19.95","42.01K","-2.08%"
"2022- 08- 15","20.43","21.35","21.63","20.35","45.41K","-3.59%"
"2022- 08- 12","21.19","21.40","21.65","20.55","49.45K","-1.45%"
"2022- 08- 11","21.50","21.45","22.17","21.10","61.67K","0.70%"
"2022- 08- 10","21.35","22.90","23.10","21.20","72.82K","-7.13%"
"2022- 08- 09","22.99","22.60","23.30","22.55","55.18K","1.46%"
"2022- 08- 08","22.66","22.55","23.15","21.85","64.16K","0.94%"
"2022- 08- 05","22.45","23.20","24.00","22.35","67.33K","-3.24%"
"2022- 08- 04","23.20","23.25","24.00","23.10","58.34K","0.16%"
"2022- 08- 03","23.16","24.55","24.78","23.00","59.70K","-5.88%"
"2022- 08- 02","24.61","24.20","25.25","23.65","81.13K","1.64%"
"2022- 08- 01","24.21","23.35","24.40","23.35","67.66K","3.41%"
"2022- 07- 29","23.42","23.45","23.90","23.30","66.57K","-1.06%"
"2022- 07- 28","23.67","25.05","25.15","23.45","78.77K","-5.33%"
"2022- 07- 27","25.00","25.70","25.71","24.45","67.27K","-3.67%"
"2022- 07- 26","25.95","25.45","26.35","25.30","72.69K","2.92%"
"2022- 07- 25","25.21","25.60","25.95","25.00","64.05K","-1.14%"
"2022- 07- 22","25.50","25.95","26.40","25.40","73.26K","-0.93%"
"2022- 07- 21","25.74","26.45","26.75","25.69","65.05K","5.64%"
"2022- 07- 20","24.37","24.70","24.85","24.00","1.37K","-1.85%"
"2022- 07- 19","24.83","25.55","25.65","24.33","42.66K","-3.39%"
"2022- 07- 18","25.70","25.20","26.13","24.77","47.97K","1.96%"
"2022- 07- 15","25.21","26.90","27.30","25.10","52.69K","-6.18%"
"2022- 07- 14","26.87","27.25","28.65","26.83","65.51K","0.00%"
"2022- 07- 13","26.86","27.40","28.80","26.50","71.57K","-1.91%"
"2022- 07- 12","27.39","27.10","27.86","26.32","54.17K","0.74%"
"2022- 07- 11","27.19","26.00","27.27","26.00","52.18K","4.36%"
"2022- 07- 08","26.05","26.85","27.30","25.79","65.65K","-2.98%"
"2022- 07- 07","26.85","27.20","27.55","26.40","54.05K","-1.28%"
"2022- 07- 06","27.20","27.82","28.40","26.95","53.87K","-1.90%"
"2022- 07- 05","27.73","27.80","29.75","27.50","83.94K","0.13%"
"2022- 07- 01","27.69","28.80","29.65","27.55","74.24K","-3.06%"
"2022- 06- 30","28.56","28.10","29.95","28.00","80.18K","0.81%"
"2022- 06- 29","28.33","28.55","29.15","28.00","51.21K","0.00%"
"2022- 06- 28","28.33","27.45","28.60","26.87","64.63K","3.36%"
"2022- 06- 27","27.41","28.29","28.81","27.35","58.67K","-3.74%"
"2022- 06- 24","28.48","29.10","29.20","28.00","61.86K","-1.83%"
"2022- 06- 23","29.01","29.15","29.80","28.65","69.21K","0.00%"
"2022- 06- 22","29.01","30.10","31.40","28.90","79.03K","-4.33%"
"2022- 06- 21","30.32","30.75","32.10","29.15","85.22K","-1.87%"
"2022- 06- 17","30.90","32.00","32.25","30.55","72.69K","-3.19%"
"2022- 06- 16","31.92","29.70","32.75","29.15","106.72K","2.97%"
"2022- 06- 15","31.00","32.90","33.10","32.20","1.17K","-4.85%"
"2022- 06- 14","32.58","33.30","33.55","32.00","50.47K","-2.65%"
"2022- 06- 13","33.47","28.35","33.95","28.35","80.88K","18.31%"
"2022- 06- 10","28.29","26.35","29.35","26.15","83.29K","7.06%"
"2022- 06- 09","26.42","24.75","26.51","24.39","58.16K","6.98%"
"2022- 06- 08","24.70","24.85","25.40","24.50","50.67K","0.08%"
"2022- 06- 07","24.68","25.60","26.45","24.64","54.46K","-3.54%"
"2022- 06- 06","25.59","26.00","26.16","25.15","51.07K","-1.45%"
"2022- 06- 03","25.96","25.50","26.70","25.43","59.83K","1.42%"
"2022- 06- 02","25.60","26.30","26.55","25.10","56.76K","-2.27%"
"2022- 06- 01","26.19","26.45","27.86","25.75","80.55K","-0.83%"
"2022- 05- 31","26.41","26.70","28.25","26.20","84.42K","-1.70%"
"2022- 05- 27","26.87","28.25","28.40","26.75","57.90K","-4.26%"
"2022- 05- 26","28.06","28.50","28.65","27.75","","-1.48%"
"2022- 05- 25","28.49","29.15","30.00","28.15","","-2.40%"
"2022- 05- 24","29.19","29.15","30.55","28.94","80.01K","0.36%"
"2022- 05- 23","29.08","29.35","29.95","28.50","","-1.16%"
"2022- 05- 20","29.42","29.15","31.70","28.05","112.60K","0.47%"
"2022- 05- 19","29.29","31.55","32.95","29.07","","5.80%"
"2022- 05- 18","27.68","27.68","27.68","27.68","","4.06%"
"2022- 05- 17","26.60","27.60","27.75","25.75","44.15K","-3.58%"
"2022- 05- 16","27.59","28.80","29.55","27.35","50.39K","-4.28%"
"2022- 05- 13","28.82","31.60","31.60","28.75","55.51K","-7.79%"
"2022- 05- 12","31.25","31.50","33.48","31.00","","-2.82%"
"2022- 05- 11","32.16","32.35","33.75","30.40","","-0.28%"
"2022- 05- 10","32.25","34.05","34.90","31.64","","-4.62%"
"2022- 05- 09","33.82","31.15","34.29","31.10","","9.75%"
"2022- 05- 06","30.81","31.05","33.88","30.50","126.22K","-1.64%"
"2022- 05- 05","31.33","26.05","32.10","25.95","","21.60%"
"2022- 05- 04","25.76","28.80","28.95","25.60","99.38K","-10.82%"
"2022- 05- 03","28.89","30.60","31.35","28.55","","-6.66%"
"2022- 05- 02","30.95","31.20","33.45","30.70","109.60K","-2.21%"
"2022- 04- 29","31.65","29.50","31.80","28.60","103.22K","8.24%"
"2022- 04- 28","29.24","29.85","30.10","27.70","102.32K","-5.14%"
"2022- 04- 27","30.82","30.95","31.00","28.95","","1.73%"
"2022- 04- 26","30.30","27.10","31.20","26.83","","11.17%"
"2022- 04- 25","27.26","28.05","29.65","27.03","141.38K","-2.61%"
"2022- 04- 22","27.99","24.79","28.55","24.45","140.72K","13.35%"
"2022- 04- 21","24.69","22.95","25.18","22.46","101.29K","21.63%"
"2022- 04- 20","20.30","21.80","22.10","20.10","0.89K","-4.01%"
"2022- 04- 19","21.15","22.65","23.15","20.70","45.08K","-7.86%"
"2022- 04- 18","22.95","23.50","24.36","22.50","38.83K","-2.00%"
"2022- 04- 14","23.42","22.90","23.65","21.95","58.31K","3.24%"
"2022- 04- 13","22.69","24.90","25.00","22.50","58.56K","-9.49%"
"2022- 04- 12","25.06","24.75","25.55","23.30","68.45K","1.46%"
"2022- 04- 11","24.70","22.75","24.86","22.66","63.57K","8.13%"
"2022- 04- 08","22.85","23.10","23.70","22.00","49.98K","-0.56%"
"2022- 04- 07","22.98","24.00","24.45","22.64","63.00K","-3.06%"
"2022- 04- 06","23.70","22.80","25.60","22.75","86.20K","1.92%"
"2022- 04- 05","23.26","21.10","23.31","20.93","66.45K","10.94%"
"2022- 04- 04","20.96","22.50","22.60","20.90","44.49K","-6.14%"
"2022- 04- 01","22.33","23.15","23.50","22.25","57.65K","-4.84%"
"2022- 03- 31","23.47","22.00","23.60","21.75","63.13K","6.34%"
"2022- 03- 30","22.07","21.85","22.85","21.54","51.78K","1.46%"
"2022- 03- 29","21.75","23.04","23.15","21.55","66.45K","-5.40%"
"2022- 03- 28","22.99","23.55","24.80","22.90","64.65K","-1.96%"
"2022- 03- 25","23.46","24.25","24.71","23.40","64.30K","-3.34%"
"2022- 03- 24","24.27","25.15","25.20","24.05","52.04K","-2.52%"
"2022- 03- 23","24.89","25.00","25.80","24.80","61.68K","-0.43%"
"2022- 03- 22","25.00","25.40","25.95","24.70","49.93K","-1.90%"
"2022- 03- 21","25.48","25.70","26.45","24.78","63.76K","-0.62%"
"2022- 03- 18","25.64","27.50","27.95","25.50","64.76K","-5.44%"
"2022- 03- 17","27.11","27.30","28.10","26.68","59.26K","-1.55%"
"2022- 03- 16","27.54","30.20","30.65","27.34","86.55K","-14.68%"
"2022- 03- 15","32.28","31.62","33.40","31.20","3.28K","1.50%"
"2022- 03- 14","31.80","30.50","32.90","29.59","42.08K","2.58%"
"2022- 03- 11","31.00","30.40","31.10","28.45","63.12K","1.93%"
"2022- 03- 10","30.42","31.80","33.43","30.15","","-5.30%"
"2022- 03- 09","32.12","34.20","34.35","31.05","57.71K","-5.30%"
"2022- 03- 08","33.92","34.80","36.50","32.04","","-2.56%"
"2022- 03- 07","34.81","32.85","34.94","31.40","","10.41%"
"2022- 03- 04","31.53","29.75","33.20","29.70","93.30K","5.42%"
"2022- 03- 03","29.91","29.92","30.90","28.80","67.82K","0.98%"
"2022- 03- 02","29.61","31.75","32.85","29.35","","-7.81%"
"2022- 03- 01","32.12","28.70","32.61","28.13","","12.26%"
"2022- 02- 28","28.62","29.50","31.10","28.04","","4.99%"
"2022- 02- 25","27.26","28.79","30.44","26.82","96.07K","-4.52%"
"2022- 02- 24","28.55","29.80","34.05","28.44","144.48K","-3.78%"
"2022- 02- 23","29.67","27.82","29.82","26.68","95.76K","6.11%"
"2022- 02- 22","27.96","28.35","30.30","26.75","128.72K","-0.67%"
"2022- 02- 18","28.15","27.60","28.85","26.25","94.57K","2.10%"
"2022- 02- 17","27.57","24.55","27.80","24.28","113.09K","4.54%"
"2022- 02- 16","26.37","25.80","26.30","24.70","1.05K","3.89%"
"2022- 02- 15","25.38","28.25","28.80","25.22","57.75K","-10.42%"
"2022- 02- 14","28.34","28.34","28.34","28.34","88.31K","1.88%"
"2022- 02- 11","27.81","24.20","29.70","23.70","119.51K","14.85%"
"2022- 02- 10","24.22","21.35","24.95","21.25","103.48K","14.48%"
"2022- 02- 09","21.16","22.35","22.38","21.10","62.67K","-5.18%"
"2022- 02- 08","22.31","23.45","23.91","22.20","63.22K","-5.67%"
"2022- 02- 07","23.65","24.30","24.70","22.85","65.48K","-2.51%"
"2022- 02- 04","24.26","24.10","26.10","23.32","109.01K","-5.71%"
"2022- 02- 03","25.73","23.05","25.85","23.03","130.30K","16.82%"
"2022- 02- 02","22.03","22.80","23.35","21.95","91.19K","-3.16%"
"2022- 02- 01","22.75","24.85","25.15","22.60","89.92K","-8.48%"
"2022- 01- 31","24.85","26.95","27.94","24.75","95.95K","-7.52%"
"2022- 01- 28","26.87","28.00","30.10","26.55","103.71K","-6.77%"
"2022- 01- 27","28.83","28.40","30.70","26.45","129.07K","0.68%"
"2022- 01- 26","28.63","29.20","29.45","25.45","149.61K","1.66%"
"2022- 01- 25","28.16","28.05","31.15","27.21","158.71K","0.34%"
"2022- 01- 24","28.07","27.25","33.10","26.15","273.44K","2.78%"
"2022- 01- 21","27.31","25.50","27.60","24.90","193.94K","9.38%"
"2022- 01- 20","24.97","24.00","25.88","22.40","105.91K","9.55%"
"2022- 01- 19","22.79","22.45","23.50","21.70","1.25K","0.75%"
"2022- 01- 18","22.62","19.70","22.90","19.45","79.85K","15.01%"
"2022- 01- 14","19.67","20.50","21.60","19.57","83.75K","-3.67%"
"2022- 01- 13","20.42","18.70","20.63","18.25","69.67K","9.88%"
"2022- 01- 12","18.58","19.00","19.20","18.15","77.26K","-1.97%"
"2022- 01- 11","18.95","20.05","20.85","18.90","90.33K","-4.77%"
"2022- 01- 10","19.90","20.55","23.05","19.80","118.52K","-2.42%"
"2022- 01- 07","20.40","20.85","21.50","20.20","76.13K","-2.17%"
"2022- 01- 06","20.85","20.95","21.80","20.22","86.11K","0.36%"
"2022- 01- 05","20.77","19.00","21.10","18.62","93.99K","10.10%"
